,fid,plotid,images,mon_images,bfast_change,bfast_magnitude,bfast_means,cusum_change,cusum_confidence,cusum_magnitude,red_mean,red_sd,red_min,red_max,nir_mean,nir_sd,nir_min,nir_max,swir1_mean,swir1_sd,swir1_min,swir1_max,swir2_mean,swir2_sd,swir2_min,swir2_max,ndfi_mean,ndfi_sd,ndfi_min,ndfi_max,brightness,brightne_1,brightne_2,brightne_3,greenness_,greennes_1,greennes_2,greennes_3,wetness_me,wetness_sd,wetness_mi,wetness_ma,bs_slope_max,bs_slope_sd,bs_slope_min,bs_slope_mean,ccdc_change,ccdc_magnitude,aspect,dw_class_mode,dw_tree_prob__max,dw_tree_prob__min,dw_tree_prob__stdDev,dw_tree_prob_mean,elevation,esa_lc20,esa_lc21,esri_lc17,esri_lc18,esri_lc19,esri_lc20,esri_lc21,gfc_gain,gfc_loss,gfc_lossye,gfc_tc00,lang_tree_,potapov_tree_height,slope,tmf_2015,tmf_2016,tmf_2017,tmf_2018,tmf_2019,tmf_2020,tmf_defyea,tmf_degyea,tmf_main,tmf_sub,geometry,lon,lat
678,679,76381,175,100,-1.0,0.0,0.0,2019.578,0.321297641911358,6081.565142857182,9735.172095238095,354.70858755181314,8371.0,10000.0,9735.172095238095,354.70858755181314,8371.0,10000.0,9735.172095238095,354.70858755181314,8371.0,10000.0,9735.172095238095,354.70858755181314,8371.0,10000.0,9735.172095238095,354.70858755181314,8371.0,10000.0,9735.172095238095,354.70858755181314,8371.0,10000.0,9735.172095238095,354.70858755181314,8371.0,10000.0,9735.172095238095,354.70858755181314,8371.0,10000.0,-28.462248371703737,15.71012869358073,14.673904961345771,-89.66260198443793,0.0,0.0,313.0,1.0,75.0,6.0,10.0,70.0,680.0398559570312,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,96.0,31.0,29.0,43.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.27708510786857 16.097221029908013),-91.27708510786857,16.097221029908013
679,680,76382,203,113,-1.0,0.0,0.0,2016.203,0.031953667919752,4582.560956594996,9747.906911083017,356.56782092874766,8401.0,10000.0,9747.906911083017,356.56782092874766,8401.0,10000.0,9747.906911083017,356.56782092874766,8401.0,10000.0,9747.906911083017,356.56782092874766,8401.0,10000.0,9747.906911083017,356.56782092874766,8401.0,10000.0,9747.906911083017,356.56782092874766,8401.0,10000.0,9747.906911083017,356.56782092874766,8401.0,10000.0,9747.906911083017,356.56782092874766,8401.0,10000.0,5.747860007462225,12.080565805353285,52.34262974182539,-30.05938122517341,0.0,0.0,60.0,1.0,75.0,64.0,1.0,73.0,553.1073608398438,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,97.0,24.0,22.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1986.0,20.0,25.0,POINT (-91.23069262050852 16.093609158054726),-91.23069262050852,16.093609158054726
680,681,76028,270,143,2016.093,-517.3634643554688,-1.469516754150391,2016.795,0.639248368404391,72035.76739926734,7019.489527139526,1878.4264528909234,1776.6666666666667,10000.0,7019.489527139526,1878.4264528909234,1776.6666666666667,10000.0,7019.489527139526,1878.4264528909234,1776.6666666666667,10000.0,7019.489527139526,1878.4264528909234,1776.6666666666667,10000.0,7019.489527139526,1878.4264528909234,1776.6666666666667,10000.0,7019.489527139526,1878.4264528909234,1776.6666666666667,10000.0,7019.489527139526,1878.4264528909234,1776.6666666666667,10000.0,7019.489527139526,1878.4264528909234,1776.6666666666667,10000.0,-230.9972838837189,47.279756797303016,-73.5765448238725,-380.9451050101209,2017.296,-4520.94562409288,284.0,1.0,70.0,8.0,16.0,43.0,195.6693572998047,10.0,30.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,11.0,95.0,17.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-91.22346887680195 16.18360719461642),-91.22346887680195,16.18360719461642
681,682,76205,176,101,2019.093,20.725727081298828,-1.175879716873169,2018.567,0.13269210293338,4168.401485148508,9826.766831683168,300.78612406237363,8785.5,10000.0,9826.766831683168,300.78612406237363,8785.5,10000.0,9826.766831683168,300.78612406237363,8785.5,10000.0,9826.766831683168,300.78612406237363,8785.5,10000.0,9826.766831683168,300.78612406237363,8785.5,10000.0,9826.766831683168,300.78612406237363,8785.5,10000.0,9826.766831683168,300.78612406237363,8785.5,10000.0,9826.766831683168,300.78612406237363,8785.5,10000.0,-2.167940572077842,9.387760937994308,33.362698301867766,-32.002026198925606,2021.962,853.75647284366,273.0,1.0,76.0,56.0,2.0,73.0,541.6576538085938,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,99.0,35.0,24.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.27352674522793 16.14202607729304),-91.27352674522793,16.14202607729304
682,683,76206,170,90,-1.0,0.0,0.0,2015.063,0.333049072613455,9646.283333333287,9678.120370370369,596.7348132601726,7048.0,10000.0,9678.120370370369,596.7348132601726,7048.0,10000.0,9678.120370370369,596.7348132601726,7048.0,10000.0,9678.120370370369,596.7348132601726,7048.0,10000.0,9678.120370370369,596.7348132601726,7048.0,10000.0,9678.120370370369,596.7348132601726,7048.0,10000.0,9678.120370370369,596.7348132601726,7048.0,10000.0,9678.120370370369,596.7348132601726,7048.0,10000.0,94.67388066201644,31.022502567456456,194.05849060864466,3.421037290078312,0.0,0.0,124.0,1.0,74.0,9.0,9.0,72.0,571.5244140625,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,97.0,28.0,20.0,23.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2017.0,20.0,24.0,POINT (-91.22708074865524 16.138610405886105),-91.22708074865524,16.138610405886105
683,684,71074,269,140,2018.721,-455.3688049316406,-1.206857323646545,2016.926,0.504870489465044,25111.449659863832,8696.412346938774,898.8677754298201,6373.8,10000.0,8696.412346938774,898.8677754298201,6373.8,10000.0,8696.412346938774,898.8677754298201,6373.8,10000.0,8696.412346938774,898.8677754298201,6373.8,10000.0,8696.412346938774,898.8677754298201,6373.8,10000.0,8696.412346938774,898.8677754298201,6373.8,10000.0,8696.412346938774,898.8677754298201,6373.8,10000.0,8696.412346938774,898.8677754298201,6373.8,10000.0,-49.14400084409407,31.385155313057894,37.56191353716855,-160.63156805759112,0.0,0.0,192.0,1.0,72.0,6.0,11.0,57.0,774.51904296875,30.0,30.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,22.0,9.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-92.31124874238586 17.34408378467466),-92.31124874238586,17.34408378467466
684,685,75069,157,79,-1.0,0.0,0.0,2015.26,0.379744834967975,2939.7170886076055,9944.435443037975,187.28283249826464,8815.5,10000.0,9944.435443037975,187.28283249826464,8815.5,10000.0,9944.435443037975,187.28283249826464,8815.5,10000.0,9944.435443037975,187.28283249826464,8815.5,10000.0,9944.435443037975,187.28283249826464,8815.5,10000.0,9944.435443037975,187.28283249826464,8815.5,10000.0,9944.435443037975,187.28283249826464,8815.5,10000.0,9944.435443037975,187.28283249826464,8815.5,10000.0,30.035919026665148,8.998819066846458,53.52703240798084,4.969420841390797,0.0,0.0,18.0,1.0,74.0,65.0,1.0,72.0,1539.1099853515625,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,82.0,26.0,22.0,19.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,92.0,POINT (-91.67209011558703 16.44164645437723),-91.67209011558703,16.44164645437723
685,686,75070,195,93,-1.0,0.0,0.0,2017.142,0.181483456775753,14551.161904761857,8867.984024577572,1031.589912723742,5379.0,10000.0,8867.984024577572,1031.589912723742,5379.0,10000.0,8867.984024577572,1031.589912723742,5379.0,10000.0,8867.984024577572,1031.589912723742,5379.0,10000.0,8867.984024577572,1031.589912723742,5379.0,10000.0,8867.984024577572,1031.589912723742,5379.0,10000.0,8867.984024577572,1031.589912723742,5379.0,10000.0,8867.984024577572,1031.589912723742,5379.0,10000.0,-69.52008749209384,36.83227039533837,75.39475044095056,-224.71149176078475,0.0,0.0,59.0,2.0,71.0,2.0,22.0,31.0,1244.815673828125,30.0,10.0,11.0,2.0,2.0,2.0,11.0,0.0,1.0,17.0,79.0,10.0,8.0,31.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-91.62542562306271 16.438315505890305),-91.62542562306271,16.438315505890305
686,687,75269,229,111,2015.83,2121.478515625,1.462650656700134,2021.984,0.640846271661684,94745.6477477478,6079.673423423424,2762.596588377863,-1840.0,9583.75,6079.673423423424,2762.596588377863,-1840.0,9583.75,6079.673423423424,2762.596588377863,-1840.0,9583.75,6079.673423423424,2762.596588377863,-1840.0,9583.75,6079.673423423424,2762.596588377863,-1840.0,9583.75,6079.673423423424,2762.596588377863,-1840.0,9583.75,6079.673423423424,2762.596588377863,-1840.0,9583.75,6079.673423423424,2762.596588377863,-1840.0,9583.75,827.7252468401344,59.27556204806515,1004.178350039234,653.0210638114366,0.0,0.0,177.0,1.0,74.0,17.0,15.0,57.0,1060.904296875,10.0,10.0,2.0,2.0,11.0,2.0,2.0,0.0,0.0,,79.0,20.0,8.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,1998.0,0.0,43.0,41.0,POINT (-91.67542552317501 16.39664966564691),-91.67542552317501,16.39664966564691
687,688,75270,153,79,2015.83,-1655.0748291015625,-4.314987182617188,2016.378,0.080463444310724,1448.8890295358215,9961.569198312234,133.070119178061,9258.0,10000.0,9961.569198312234,133.070119178061,9258.0,10000.0,9961.569198312234,133.070119178061,9258.0,10000.0,9961.569198312234,133.070119178061,9258.0,10000.0,9961.569198312234,133.070119178061,9258.0,10000.0,9961.569198312234,133.070119178061,9258.0,10000.0,9961.569198312234,133.070119178061,9258.0,10000.0,9961.569198312234,133.070119178061,9258.0,10000.0,-1.898456523338425,3.176857613155909,6.94927548441391,-10.82809885919683,0.0,0.0,66.0,1.0,75.0,11.0,10.0,69.0,1684.2825927734375,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,87.0,20.0,24.0,15.0,4.0,4.0,4.0,4.0,4.0,4.0,1999.0,0.0,30.0,32.0,POINT (-91.62875657154964 16.393318717159985),-91.62875657154964,16.393318717159985
688,689,74868,125,66,2016.378,133.37232971191406,-0.347486227750778,2015.348,0.247141589274726,12515.843434343446,9538.683080808081,1051.4566812824828,3074.0,10000.0,9538.683080808081,1051.4566812824828,3074.0,10000.0,9538.683080808081,1051.4566812824828,3074.0,10000.0,9538.683080808081,1051.4566812824828,3074.0,10000.0,9538.683080808081,1051.4566812824828,3074.0,10000.0,9538.683080808081,1051.4566812824828,3074.0,10000.0,9538.683080808081,1051.4566812824828,3074.0,10000.0,9538.683080808081,1051.4566812824828,3074.0,10000.0,108.90380723193701,48.154192154847244,277.273550014115,-29.73732293375658,2021.589,67.25398409799982,28.0,1.0,75.0,3.0,18.0,66.0,1485.1719970703125,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,95.0,38.0,26.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.62209021547474 16.48331229462063),-91.62209021547474,16.48331229462063
689,690,76670,367,191,2016.816,-640.362548828125,-1.67694878578186,2019.005,0.417523471091431,115421.39028920468,5580.609012715034,4114.906090444116,-3788.8571428571427,10000.0,5580.609012715034,4114.906090444116,-3788.8571428571427,10000.0,5580.609012715034,4114.906090444116,-3788.8571428571427,10000.0,5580.609012715034,4114.906090444116,-3788.8571428571427,10000.0,5580.609012715034,4114.906090444116,-3788.8571428571427,10000.0,5580.609012715034,4114.906090444116,-3788.8571428571427,10000.0,5580.609012715034,4114.906090444116,-3788.8571428571427,10000.0,5580.609012715034,4114.906090444116,-3788.8571428571427,10000.0,-14.453767944748448,105.12401281967725,330.20510791282084,-410.71245015462284,2019.049,-3718.286444301608,100.0,1.0,76.0,31.0,11.0,62.0,726.5745849609375,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,66.0,24.0,11.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-92.35294133723558 16.08083383353661),-92.35294133723558,16.08083383353661
690,691,76916,407,213,2016.86,-703.447509765625,-1.269177556037903,2016.049,0.450351395587752,167484.0895036888,4087.3544768611673,5308.402060496896,-7436.571428571428,10000.0,4087.3544768611673,5308.402060496896,-7436.571428571428,10000.0,4087.3544768611673,5308.402060496896,-7436.571428571428,10000.0,4087.3544768611673,5308.402060496896,-7436.571428571428,10000.0,4087.3544768611673,5308.402060496896,-7436.571428571428,10000.0,4087.3544768611673,5308.402060496896,-7436.571428571428,10000.0,4087.3544768611673,5308.402060496896,-7436.571428571428,10000.0,4087.3544768611673,5308.402060496896,-7436.571428571428,10000.0,414.798776175395,122.15201954231452,801.5218454399289,43.04598169360739,0.0,0.0,326.0,1.0,75.0,4.0,20.0,45.0,543.8327026367188,20.0,10.0,2.0,11.0,11.0,11.0,2.0,0.0,0.0,,44.0,17.0,8.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-92.40571925730416 15.993890281196514),-92.40571925730416,15.993890281196514
691,692,76917,414,215,2015.786,-4606.51708984375,-5.296857357025146,2015.151,0.453670871742031,183087.03532115193,1987.383781838317,5692.978276010762,-9158.166666666666,9986.0,1987.383781838317,5692.978276010762,-9158.166666666666,9986.0,1987.383781838317,5692.978276010762,-9158.166666666666,9986.0,1987.383781838317,5692.978276010762,-9158.166666666666,9986.0,1987.383781838317,5692.978276010762,-9158.166666666666,9986.0,1987.383781838317,5692.978276010762,-9158.166666666666,9986.0,1987.383781838317,5692.978276010762,-9158.166666666666,9986.0,1987.383781838317,5692.978276010762,-9158.166666666666,9986.0,607.9919813822847,123.47409326818564,993.7076907974927,194.1367030169953,2017.449,5752.8569556095035,335.0,1.0,75.0,3.0,21.0,39.0,526.2283935546875,20.0,20.0,2.0,11.0,11.0,11.0,11.0,0.0,0.0,,0.0,11.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-92.3590503056788 15.99083579697491),-92.3590503056788,15.99083579697491
692,693,75088,220,115,2019.732,243.34652709960938,0.528916418552399,2019.797,0.210392292842326,8737.55759834371,9717.851366459627,545.4315381436438,7190.0,10000.0,9717.851366459627,545.4315381436438,7190.0,10000.0,9717.851366459627,545.4315381436438,7190.0,10000.0,9717.851366459627,545.4315381436438,7190.0,10000.0,9717.851366459627,545.4315381436438,7190.0,10000.0,9717.851366459627,545.4315381436438,7190.0,10000.0,9717.851366459627,545.4315381436438,7190.0,10000.0,9717.851366459627,545.4315381436438,7190.0,10000.0,-2.499634350120209,17.55170682889072,62.046560857553395,-46.444184853785764,2021.899,-1408.4623316800762,298.0,1.0,76.0,4.0,10.0,72.0,149.19773864746094,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,95.0,26.0,22.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-90.78340465293843 16.37773415897819),-90.78340465293843,16.37773415897819
693,694,75089,195,103,2021.723,-178.19134521484375,-0.710698962211609,2020.915,0.289313741169572,10072.409107720718,9663.236985668054,610.366211153732,6911.0,10000.0,9663.236985668054,610.366211153732,6911.0,10000.0,9663.236985668054,610.366211153732,6911.0,10000.0,9663.236985668054,610.366211153732,6911.0,10000.0,9663.236985668054,610.366211153732,6911.0,10000.0,9663.236985668054,610.366211153732,6911.0,10000.0,9663.236985668054,610.366211153732,6911.0,10000.0,9663.236985668054,610.366211153732,6911.0,10000.0,20.871140468600945,30.07131894683568,121.07094849325014,-59.770444512046474,0.0,0.0,305.0,1.0,76.0,60.0,3.0,71.0,141.692626953125,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,82.0,17.0,19.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2010.0,20.0,26.0,POINT (-90.74040554148004 16.37359611320059),-90.74040554148004,16.37359611320059
694,695,75289,205,108,2017.058,-421.0126037597656,-2.023320913314819,2018.153,0.369521351320615,18581.733421516758,8812.727094356262,985.9599020016684,4969.5,9988.0,8812.727094356262,985.9599020016684,4969.5,9988.0,8812.727094356262,985.9599020016684,4969.5,9988.0,8812.727094356262,985.9599020016684,4969.5,9988.0,8812.727094356262,985.9599020016684,4969.5,9988.0,8812.727094356262,985.9599020016684,4969.5,9988.0,8812.727094356262,985.9599020016684,4969.5,9988.0,8812.727094356262,985.9599020016684,4969.5,9988.0,27.33317633078904,29.67802089922799,121.10518537242676,-68.94188013968073,0.0,0.0,273.0,1.0,70.0,9.0,16.0,40.0,129.26097106933594,30.0,30.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,,4.0,16.0,0.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,1999.0,1995.0,43.0,41.0,POINT (-90.74395944501964 16.328875788735584),-90.74395944501964,16.328875788735584
695,696,75483,220,117,2019.732,197.5972137451172,-0.576549410820007,2019.14,0.626513124407357,55514.90781440777,8628.541656491656,1658.6033633574887,1974.6,10000.0,8628.541656491656,1658.6033633574887,1974.6,10000.0,8628.541656491656,1658.6033633574887,1974.6,10000.0,8628.541656491656,1658.6033633574887,1974.6,10000.0,8628.541656491656,1658.6033633574887,1974.6,10000.0,8628.541656491656,1658.6033633574887,1974.6,10000.0,8628.541656491656,1658.6033633574887,1974.6,10000.0,8628.541656491656,1658.6033633574887,1974.6,10000.0,-310.21638380482915,45.90027144812812,-160.66303145389156,-464.09601227567225,2019.249,-4087.3720101050594,288.0,1.0,76.0,3.0,21.0,55.0,176.83187866210938,30.0,10.0,2.0,2.0,11.0,11.0,2.0,0.0,1.0,19.0,99.0,16.0,0.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,2019.0,0.0,50.0,52.0,POINT (-90.7943249914183 16.28745965815118),-90.7943249914183,16.28745965815118
696,697,75486,220,115,2020.586,83.44296264648438,-0.889100253582001,2020.301,0.641972701767368,76362.34279503107,7943.159089026915,2218.2800343967424,-33.5,10000.0,7943.159089026915,2218.2800343967424,-33.5,10000.0,7943.159089026915,2218.2800343967424,-33.5,10000.0,7943.159089026915,2218.2800343967424,-33.5,10000.0,7943.159089026915,2218.2800343967424,-33.5,10000.0,7943.159089026915,2218.2800343967424,-33.5,10000.0,7943.159089026915,2218.2800343967424,-33.5,10000.0,7943.159089026915,2218.2800343967424,-33.5,10000.0,-526.3895817028462,51.86169459617456,-359.3025329294212,-675.8140767044927,2020.367,-6590.239209731747,5.0,1.0,75.0,3.0,20.0,50.0,171.8801727294922,10.0,10.0,2.0,11.0,11.0,11.0,2.0,0.0,1.0,18.0,91.0,13.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-90.65457230530227 16.276655256298678),-90.65457230530227,16.276655256298678
697,698,75487,209,115,2020.499,683.8447265625,1.40464460849762,2015.855,0.475058893630113,10879.541159420216,9726.068592132504,468.8224887526811,7142.0,10000.0,9726.068592132504,468.8224887526811,7142.0,10000.0,9726.068592132504,468.8224887526811,7142.0,10000.0,9726.068592132504,468.8224887526811,7142.0,10000.0,9726.068592132504,468.8224887526811,7142.0,10000.0,9726.068592132504,468.8224887526811,7142.0,10000.0,9726.068592132504,468.8224887526811,7142.0,10000.0,9726.068592132504,468.8224887526811,7142.0,10000.0,25.7853956223441,9.578782982735863,65.16354346421281,-3.60678013408765,2018.548,-1588.862943027083,320.0,1.0,75.0,56.0,4.0,72.0,171.5709991455078,10.0,10.0,11.0,2.0,2.0,2.0,2.0,0.0,1.0,22.0,76.0,15.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2013.0,20.0,22.0,POINT (-90.60821103164959 16.27304338444539),-90.60821103164959,16.27304338444539
698,699,75673,222,113,2016.052,4396.78515625,3.114083051681519,2021.86,0.711135479426791,126326.82625368728,7645.243131057733,2978.37062165919,-4266.5,10000.0,7645.243131057733,2978.37062165919,-4266.5,10000.0,7645.243131057733,2978.37062165919,-4266.5,10000.0,7645.243131057733,2978.37062165919,-4266.5,10000.0,7645.243131057733,2978.37062165919,-4266.5,10000.0,7645.243131057733,2978.37062165919,-4266.5,10000.0,7645.243131057733,2978.37062165919,-4266.5,10000.0,7645.243131057733,2978.37062165919,-4266.5,10000.0,1273.029535802501,99.24278795356199,1535.143890529634,949.8107632889087,2021.57,-3476.1132495303455,216.0,1.0,76.0,2.0,29.0,46.0,169.34927368164062,10.0,10.0,11.0,11.0,2.0,2.0,2.0,0.0,0.0,,62.0,9.0,17.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1998.0,0.0,43.0,41.0,POINT (-90.70484866967986 16.235270339421646),-90.70484866967986,16.235270339421646
699,700,75674,209,113,2020.564,51.688804626464844,-0.236901611089706,2019.995,0.494149634138426,12029.545090602684,9691.849325748,505.4750555982619,7537.0,10000.0,9691.849325748,505.4750555982619,7537.0,10000.0,9691.849325748,505.4750555982619,7537.0,10000.0,9691.849325748,505.4750555982619,7537.0,10000.0,9691.849325748,505.4750555982619,7537.0,10000.0,9691.849325748,505.4750555982619,7537.0,10000.0,9691.849325748,505.4750555982619,7537.0,10000.0,9691.849325748,505.4750555982619,7537.0,10000.0,-90.73431670334737,22.492332308583944,5.386752040319189,-155.90900932382442,2021.745,-1299.6877639108106,355.0,1.0,76.0,16.0,6.0,73.0,169.362060546875,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,89.0,23.0,18.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-90.65862562815985 16.231992900147368),-90.65862562815985,16.231992900147368
700,701,75675,204,102,-1.0,0.0,0.0,2016.227,0.522399870666917,50758.78347338928,7954.324789915965,2083.6563212003052,1594.0,10000.0,7954.324789915965,2083.6563212003052,1594.0,10000.0,7954.324789915965,2083.6563212003052,1594.0,10000.0,7954.324789915965,2083.6563212003052,1594.0,10000.0,7954.324789915965,2083.6563212003052,1594.0,10000.0,7954.324789915965,2083.6563212003052,1594.0,10000.0,7954.324789915965,2083.6563212003052,1594.0,10000.0,7954.324789915965,2083.6563212003052,1594.0,10000.0,151.96281480498845,73.01610538709657,380.4518578575638,-102.76754737414727,0.0,0.0,151.0,2.0,69.0,3.0,21.0,23.0,181.00222778320312,30.0,30.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,,28.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2001.0,0.0,43.0,41.0,POINT (-90.61179168979551 16.22832305998038),-90.61179168979551,16.22832305998038
701,702,75859,229,112,2019.666,-1028.1361083984375,-3.043494701385498,2019.227,0.756544138424859,223480.15892857147,4468.910119047619,4427.974844606286,-4949.6,9819.0,4468.910119047619,4427.974844606286,-4949.6,9819.0,4468.910119047619,4427.974844606286,-4949.6,9819.0,4468.910119047619,4427.974844606286,-4949.6,9819.0,4468.910119047619,4427.974844606286,-4949.6,9819.0,4468.910119047619,4427.974844606286,-4949.6,9819.0,4468.910119047619,4427.974844606286,-4949.6,9819.0,4468.910119047619,4427.974844606286,-4949.6,9819.0,-1672.6125328856501,97.42230081428015,-1386.487068403616,-2004.2625956809388,2019.293,-7682.50142237842,177.0,5.0,74.0,4.0,26.0,28.0,189.52786254882812,30.0,30.0,2.0,2.0,11.0,11.0,11.0,0.0,1.0,19.0,71.0,6.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2010.0,2005.0,43.0,41.0,POINT (-90.66201454496047 16.186938143103344),-90.66201454496047,16.186938143103344
702,703,75485,211,111,2016.337,-4676.02001953125,-9.494888305664062,2016.249,0.51463499646103,78376.76115401123,5253.937569712571,3103.3441401606274,-3368.6666666666665,10000.0,5253.937569712571,3103.3441401606274,-3368.6666666666665,10000.0,5253.937569712571,3103.3441401606274,-3368.6666666666665,10000.0,5253.937569712571,3103.3441401606274,-3368.6666666666665,10000.0,5253.937569712571,3103.3441401606274,-3368.6666666666665,10000.0,5253.937569712571,3103.3441401606274,-3368.6666666666665,10000.0,5253.937569712571,3103.3441401606274,-3368.6666666666665,10000.0,5253.937569712571,3103.3441401606274,-3368.6666666666665,10000.0,-411.58288673459367,112.07182482002341,43.97012572883889,-696.8347539712546,2016.249,-6347.446876774998,186.0,5.0,63.0,3.0,18.0,22.0,150.31654357910156,30.0,30.0,11.0,11.0,11.0,11.0,11.0,0.0,1.0,16.0,93.0,13.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2014.0,2004.0,43.0,42.0,POINT (-90.70126801153395 16.280351851071988),-90.70126801153395,16.280351851071988
703,704,70171,361,184,2016.838,1118.4425048828125,1.139297485351562,2017.033,0.532313777468576,58087.923919513465,8434.37371247412,1679.100004698148,3715.0,10000.0,8434.37371247412,1679.100004698148,3715.0,10000.0,8434.37371247412,1679.100004698148,3715.0,10000.0,8434.37371247412,1679.100004698148,3715.0,10000.0,8434.37371247412,1679.100004698148,3715.0,10000.0,8434.37371247412,1679.100004698148,3715.0,10000.0,8434.37371247412,1679.100004698148,3715.0,10000.0,8434.37371247412,1679.100004698148,3715.0,10000.0,120.16127185214476,36.81710401291458,263.5199150018994,8.67367921708047,2017.274,-5069.964880384529,69.0,1.0,74.0,6.0,21.0,41.0,45.76409912109375,30.0,10.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,,44.0,11.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-92.06379538852593 17.50878514118474),-92.06379538852593,17.50878514118474
704,705,74244,178,85,2016.751,-406.6776123046875,-4.787712574005127,2016.225,0.620391434582407,24374.826274509833,8921.96411764706,878.6693513185057,6669.0,10000.0,8921.96411764706,878.6693513185057,6669.0,10000.0,8921.96411764706,878.6693513185057,6669.0,10000.0,8921.96411764706,878.6693513185057,6669.0,10000.0,8921.96411764706,878.6693513185057,6669.0,10000.0,8921.96411764706,878.6693513185057,6669.0,10000.0,8921.96411764706,878.6693513185057,6669.0,10000.0,8921.96411764706,878.6693513185057,6669.0,10000.0,-25.319977755342446,32.32178597137669,68.1887642064936,-135.08488744337748,0.0,0.0,255.0,1.0,75.0,59.0,2.0,69.0,2163.0732421875,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,95.0,31.0,13.0,12.0,1.0,3.0,3.0,3.0,3.0,3.0,2016.0,0.0,43.0,42.0,POINT (-92.68547433919525 16.689411945310898),-92.68547433919525,16.689411945310898
705,706,74245,250,122,-1.0,0.0,0.0,2016.225,0.149352381166255,32507.93961748633,7705.956284153005,2087.6715069482725,2139.25,10000.0,7705.956284153005,2087.6715069482725,2139.25,10000.0,7705.956284153005,2087.6715069482725,2139.25,10000.0,7705.956284153005,2087.6715069482725,2139.25,10000.0,7705.956284153005,2087.6715069482725,2139.25,10000.0,7705.956284153005,2087.6715069482725,2139.25,10000.0,7705.956284153005,2087.6715069482725,2139.25,10000.0,7705.956284153005,2087.6715069482725,2139.25,10000.0,140.09675947468355,61.823097861076064,343.2076727468938,-79.22617810228795,0.0,0.0,53.0,1.0,77.0,17.0,18.0,58.0,2451.56201171875,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,90.0,18.0,14.0,35.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-92.63883660127725 16.686299492775596),-92.63883660127725,16.686299492775596
