,fid,plotid,images,mon_images,bfast_change,bfast_magnitude,bfast_means,cusum_change,cusum_confidence,cusum_magnitude,red_mean,red_sd,red_min,red_max,nir_mean,nir_sd,nir_min,nir_max,swir1_mean,swir1_sd,swir1_min,swir1_max,swir2_mean,swir2_sd,swir2_min,swir2_max,ndfi_mean,ndfi_sd,ndfi_min,ndfi_max,brightness,brightne_1,brightne_2,brightne_3,greenness_,greennes_1,greennes_2,greennes_3,wetness_me,wetness_sd,wetness_mi,wetness_ma,bs_slope_max,bs_slope_sd,bs_slope_min,bs_slope_mean,ccdc_change,ccdc_magnitude,aspect,dw_class_mode,dw_tree_prob__max,dw_tree_prob__min,dw_tree_prob__stdDev,dw_tree_prob_mean,elevation,esa_lc20,esa_lc21,esri_lc17,esri_lc18,esri_lc19,esri_lc20,esri_lc21,gfc_gain,gfc_loss,gfc_lossye,gfc_tc00,lang_tree_,potapov_tree_height,slope,tmf_2015,tmf_2016,tmf_2017,tmf_2018,tmf_2019,tmf_2020,tmf_defyea,tmf_degyea,tmf_main,tmf_sub,geometry,lon,lat
974,975,72598,273,144,2019.115,111.81747436523438,1.102031946182251,2015.063,0.489767244197396,3424.846560846534,9941.976124338624,130.51797191214365,9017.0,10000.0,9941.976124338624,130.51797191214365,9017.0,10000.0,9941.976124338624,130.51797191214365,9017.0,10000.0,9941.976124338624,130.51797191214365,9017.0,10000.0,9941.976124338624,130.51797191214365,9017.0,10000.0,9941.976124338624,130.51797191214365,9017.0,10000.0,9941.976124338624,130.51797191214365,9017.0,10000.0,9941.976124338624,130.51797191214365,9017.0,10000.0,20.92060233395402,4.214020368986566,33.57225676636557,7.696128089263506,0.0,0.0,163.0,1.0,75.0,11.0,6.0,72.0,548.5535278320312,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,95.0,26.0,18.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.30403145553456 16.958286820631578),-91.30403145553456,16.958286820631578
975,976,71733,265,129,2018.129,145.50267028808594,1.389071583747864,2018.479,0.144169991850511,2116.4300295312714,9912.001015134738,134.28573056477495,9282.0,10000.0,9912.001015134738,134.28573056477495,9282.0,10000.0,9912.001015134738,134.28573056477495,9282.0,10000.0,9912.001015134738,134.28573056477495,9282.0,10000.0,9912.001015134738,134.28573056477495,9282.0,10000.0,9912.001015134738,134.28573056477495,9282.0,10000.0,9912.001015134738,134.28573056477495,9282.0,10000.0,9912.001015134738,134.28573056477495,9282.0,10000.0,-3.928049974607448,3.506329476823047,6.85706913563055,-15.871334907457948,2015.414,66.45575279402055,194.0,1.0,74.0,72.0,0.0,73.0,822.0784912109375,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,97.0,31.0,23.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.94598593869388 17.18410907528124),-91.94598593869388,17.18410907528124
976,977,71946,274,132,2016.926,-420.73455810546875,-3.512852191925049,2016.203,0.720548525995721,125865.53095238088,7477.47958152958,2634.7054608347494,-787.5,10000.0,7477.47958152958,2634.7054608347494,-787.5,10000.0,7477.47958152958,2634.7054608347494,-787.5,10000.0,7477.47958152958,2634.7054608347494,-787.5,10000.0,7477.47958152958,2634.7054608347494,-787.5,10000.0,7477.47958152958,2634.7054608347494,-787.5,10000.0,7477.47958152958,2634.7054608347494,-787.5,10000.0,7477.47958152958,2634.7054608347494,-787.5,10000.0,220.8880190354962,78.65188215667774,493.0793129995193,1.308207855203158,2016.466,-3771.974816807773,73.0,1.0,73.0,19.0,12.0,58.0,810.4014282226562,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,16.0,95.0,12.0,8.0,28.0,3.0,3.0,3.0,3.0,3.0,3.0,1994.0,1990.0,43.0,41.0,POINT (-91.99601705251355 17.142166770772523),-91.99601705251355,17.142166770772523
977,978,71947,310,148,2018.567,-17.723094940185547,-0.793767154216766,2017.493,0.302173593125525,3540.0985360359464,9852.009346846846,176.09011688501337,8795.0,10000.0,9852.009346846846,176.09011688501337,8795.0,10000.0,9852.009346846846,176.09011688501337,8795.0,10000.0,9852.009346846846,176.09011688501337,8795.0,10000.0,9852.009346846846,176.09011688501337,8795.0,10000.0,9852.009346846846,176.09011688501337,8795.0,10000.0,9852.009346846846,176.09011688501337,8795.0,10000.0,9852.009346846846,176.09011688501337,8795.0,10000.0,-19.9099689108605,4.093147934335302,-7.760580429383688,-32.47516071082417,0.0,0.0,255.0,1.0,75.0,69.0,1.0,72.0,1005.03564453125,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,100.0,30.0,29.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.94705612294672 17.1401378797932),-91.94705612294672,17.1401378797932
978,979,72159,342,171,2019.29,18.80341339111328,0.748891890048981,2015.151,0.520332267939275,2667.4516638818677,9944.452541074908,84.40743843484371,9630.2,10000.0,9944.452541074908,84.40743843484371,9630.2,10000.0,9944.452541074908,84.40743843484371,9630.2,10000.0,9944.452541074908,84.40743843484371,9630.2,10000.0,9944.452541074908,84.40743843484371,9630.2,10000.0,9944.452541074908,84.40743843484371,9630.2,10000.0,9944.452541074908,84.40743843484371,9630.2,10000.0,9944.452541074908,84.40743843484371,9630.2,10000.0,12.54038538100398,2.580642871903025,21.39258107725931,4.268100817811262,0.0,0.0,21.0,1.0,78.0,48.0,2.0,74.0,777.5160522460938,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,97.0,28.0,25.0,27.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2017.0,20.0,22.0,POINT (-91.99929449178784 17.097143227435883),-91.99929449178784,17.097143227435883
979,980,72160,288,150,2016.203,1173.6986083984375,4.468316555023193,2021.238,0.574298609745323,11088.043777777866,9731.689658730158,327.9588349605305,8424.0,10000.0,9731.689658730158,327.9588349605305,8424.0,10000.0,9731.689658730158,327.9588349605305,8424.0,10000.0,9731.689658730158,327.9588349605305,8424.0,10000.0,9731.689658730158,327.9588349605305,8424.0,10000.0,9731.689658730158,327.9588349605305,8424.0,10000.0,9731.689658730158,327.9588349605305,8424.0,10000.0,9731.689658730158,327.9588349605305,8424.0,10000.0,22.08626116544932,12.421457196924695,65.50951256782632,-15.905687572262508,0.0,0.0,305.0,1.0,78.0,18.0,12.0,68.0,1005.3983154296875,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,91.0,20.0,16.0,13.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,92.0,POINT (-91.95237583050347 17.094115497820596),-91.95237583050347,17.094115497820596
980,981,75605,208,103,2016.858,-817.0565185546875,-2.315616846084595,2021.192,0.376327681294265,26445.049838187635,8104.713592233011,1415.366182429626,1242.0,10000.0,8104.713592233011,1415.366182429626,1242.0,10000.0,8104.713592233011,1415.366182429626,1242.0,10000.0,8104.713592233011,1415.366182429626,1242.0,10000.0,8104.713592233011,1415.366182429626,1242.0,10000.0,8104.713592233011,1415.366182429626,1242.0,10000.0,8104.713592233011,1415.366182429626,1242.0,10000.0,8104.713592233011,1415.366182429626,1242.0,10000.0,-31.231466771047455,61.94766333936515,165.44387504643063,-209.68308663361267,0.0,0.0,354.0,1.0,75.0,3.0,8.0,68.0,797.5260009765625,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,60.0,22.0,17.0,12.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-93.87238893939937 16.44275677053954),-93.87238893939937,16.44275677053954
981,982,72166,267,130,2015.282,-28.485185623168945,-1.149106025695801,2020.562,0.327229827854149,1512.4497802198148,9965.203424908424,77.90705043232406,9541.2,10000.0,9965.203424908424,77.90705043232406,9541.2,10000.0,9965.203424908424,77.90705043232406,9541.2,10000.0,9965.203424908424,77.90705043232406,9541.2,10000.0,9965.203424908424,77.90705043232406,9541.2,10000.0,9965.203424908424,77.90705043232406,9541.2,10000.0,9965.203424908424,77.90705043232406,9541.2,10000.0,9965.203424908424,77.90705043232406,9541.2,10000.0,6.25493221217174,3.169162532380244,16.273469459549283,-4.251359583296786,0.0,0.0,41.0,1.0,76.0,71.0,0.0,73.0,935.599609375,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,95.0,30.0,27.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.67152826885429 17.07466489902546),-91.67152826885429,17.07466489902546
982,983,72379,249,120,2018.216,990.8388061523438,1.745478987693787,2015.129,0.622810493533523,35322.581249999974,7808.582281746031,1049.0571198257082,5279.0,9819.0,7808.582281746031,1049.0571198257082,5279.0,9819.0,7808.582281746031,1049.0571198257082,5279.0,9819.0,7808.582281746031,1049.0571198257082,5279.0,9819.0,7808.582281746031,1049.0571198257082,5279.0,9819.0,7808.582281746031,1049.0571198257082,5279.0,9819.0,7808.582281746031,1049.0571198257082,5279.0,9819.0,7808.582281746031,1049.0571198257082,5279.0,9819.0,285.9744908440814,29.477770378102687,382.48189310972253,201.71707462225643,0.0,0.0,127.0,2.0,64.0,7.0,14.0,24.0,1009.325439453125,10.0,30.0,11.0,11.0,11.0,11.0,11.0,0.0,1.0,7.0,100.0,21.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2007.0,0.0,43.0,41.0,POINT (-91.628203643019 17.026618085174583),-91.628203643019,17.026618085174583
983,984,72378,179,87,2017.603,-26.649761199951172,-2.30107045173645,2017.449,0.095282896607496,2532.522605364007,9912.163601532568,213.57003903698094,8883.5,10000.0,9912.163601532568,213.57003903698094,8883.5,10000.0,9912.163601532568,213.57003903698094,8883.5,10000.0,9912.163601532568,213.57003903698094,8883.5,10000.0,9912.163601532568,213.57003903698094,8883.5,10000.0,9912.163601532568,213.57003903698094,8883.5,10000.0,9912.163601532568,213.57003903698094,8883.5,10000.0,9912.163601532568,213.57003903698094,8883.5,10000.0,-13.48823117763704,6.787106276250882,7.103967894563731,-30.641433242282982,0.0,0.0,243.0,1.0,73.0,7.0,11.0,70.0,1428.930908203125,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,98.0,34.0,27.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.67486813554332 17.029672569396187),-91.67486813554332,17.029672569396187
984,985,75848,242,129,2016.381,169.88201904296875,1.58295750617981,2019.227,0.357285557398215,5915.450562938415,9818.495690291622,292.94491276942887,8375.0,10000.0,9818.495690291622,292.94491276942887,8375.0,10000.0,9818.495690291622,292.94491276942887,8375.0,10000.0,9818.495690291622,292.94491276942887,8375.0,10000.0,9818.495690291622,292.94491276942887,8375.0,10000.0,9818.495690291622,292.94491276942887,8375.0,10000.0,9818.495690291622,292.94491276942887,8375.0,10000.0,9818.495690291622,292.94491276942887,8375.0,10000.0,-41.74548894105337,10.942081315978784,-6.00284311044101,-71.99211153393819,0.0,0.0,70.0,1.0,75.0,71.0,0.0,73.0,407.48663330078125,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,99.0,28.0,22.0,25.0,1.0,1.0,1.0,1.0,3.0,3.0,2019.0,0.0,50.0,52.0,POINT (-91.17344222208334 16.225223984748233),-91.17344222208334,16.225223984748233
985,986,75663,214,119,2019.227,95.4713134765625,0.327182412147522,2021.899,0.600760453179936,8431.346658663408,9850.290296118448,267.6733745428246,9000.333333333334,10000.0,9850.290296118448,267.6733745428246,9000.333333333334,10000.0,9850.290296118448,267.6733745428246,9000.333333333334,10000.0,9850.290296118448,267.6733745428246,9000.333333333334,10000.0,9850.290296118448,267.6733745428246,9000.333333333334,10000.0,9850.290296118448,267.6733745428246,9000.333333333334,10000.0,9850.290296118448,267.6733745428246,9000.333333333334,10000.0,9850.290296118448,267.6733745428246,9000.333333333334,10000.0,39.23141687533712,11.80718025437213,76.87454471441643,8.814872926144263,2021.986,-755.6630831949278,130.0,1.0,75.0,8.0,10.0,71.0,347.2933044433594,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,89.0,28.0,21.0,23.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2020.0,50.0,54.0,POINT (-91.17013802820273 16.269988900223776),-91.17013802820273,16.269988900223776
986,987,75664,151,76,-1.0,0.0,0.0,2017.123,0.465284644710005,6656.8335526315805,9724.420394736842,364.427265850155,8222.5,10000.0,9724.420394736842,364.427265850155,8222.5,10000.0,9724.420394736842,364.427265850155,8222.5,10000.0,9724.420394736842,364.427265850155,8222.5,10000.0,9724.420394736842,364.427265850155,8222.5,10000.0,9724.420394736842,364.427265850155,8222.5,10000.0,9724.420394736842,364.427265850155,8222.5,10000.0,9724.420394736842,364.427265850155,8222.5,10000.0,26.611236918032247,15.075889624979622,85.1848079433573,-13.30167335464701,0.0,0.0,220.0,1.0,75.0,6.0,7.0,71.0,646.983154296875,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,98.0,31.0,22.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.12346907657736 16.266657951736853),-91.12346907657736,16.266657951736853
987,988,75849,167,90,2017.605,-204.906494140625,-0.890076458454132,2016.688,0.466509052563438,7785.639999999999,9757.473333333333,379.15262879833944,8314.0,10000.0,9757.473333333333,379.15262879833944,8314.0,10000.0,9757.473333333333,379.15262879833944,8314.0,10000.0,9757.473333333333,379.15262879833944,8314.0,10000.0,9757.473333333333,379.15262879833944,8314.0,10000.0,9757.473333333333,379.15262879833944,8314.0,10000.0,9757.473333333333,379.15262879833944,8314.0,10000.0,9757.473333333333,379.15262879833944,8314.0,10000.0,25.020616067750982,13.971003704733816,81.07742918435231,-13.324093329413726,0.0,0.0,48.0,1.0,77.0,12.0,8.0,71.0,593.6080932617188,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,89.0,27.0,28.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-91.12708094843067 16.22166116300653),-91.12708094843067,16.22166116300653
988,989,75034,227,110,2019.748,-619.5183715820312,-0.786153435707092,2017.118,0.158583985485355,44297.26257575753,6874.108636363636,2928.2739331911434,1167.5,10000.0,6874.108636363636,2928.2739331911434,1167.5,10000.0,6874.108636363636,2928.2739331911434,1167.5,10000.0,6874.108636363636,2928.2739331911434,1167.5,10000.0,6874.108636363636,2928.2739331911434,1167.5,10000.0,6874.108636363636,2928.2739331911434,1167.5,10000.0,6874.108636363636,2928.2739331911434,1167.5,10000.0,6874.108636363636,2928.2739331911434,1167.5,10000.0,-50.27556507233818,98.64511837607957,257.9106158550798,-429.6692724746413,0.0,0.0,314.0,1.0,76.0,4.0,18.0,51.0,1168.1630859375,10.0,10.0,2.0,2.0,11.0,2.0,2.0,0.0,0.0,,71.0,16.0,12.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-93.3043618926051 16.546083060149986),-93.3043618926051,16.546083060149986
989,990,75235,238,135,2017.315,-185.92724609375,-0.354606688022614,2020.099,0.222206750631517,72422.10682539684,4882.2958730158725,4042.53771490928,-2755.6666666666665,10000.0,4882.2958730158725,4042.53771490928,-2755.6666666666665,10000.0,4882.2958730158725,4042.53771490928,-2755.6666666666665,10000.0,4882.2958730158725,4042.53771490928,-2755.6666666666665,10000.0,4882.2958730158725,4042.53771490928,-2755.6666666666665,10000.0,4882.2958730158725,4042.53771490928,-2755.6666666666665,10000.0,4882.2958730158725,4042.53771490928,-2755.6666666666665,10000.0,4882.2958730158725,4042.53771490928,-2755.6666666666665,10000.0,298.2617002570608,120.52090011012125,745.3510907703193,-74.94458212517901,2021.981,1100.5368441362916,118.0,1.0,72.0,15.0,17.0,42.0,1068.8773193359375,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,14.0,15.0,8.0,27.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-93.26045758363287 16.498308251463367),-93.26045758363287,16.498308251463367
990,991,76639,320,170,2021.981,1506.6959228515625,2.114278554916382,2021.981,0.716325013747813,143707.9577310924,5314.312871148459,2653.7906162620357,-1263.0,9657.5,5314.312871148459,2653.7906162620357,-1263.0,9657.5,5314.312871148459,2653.7906162620357,-1263.0,9657.5,5314.312871148459,2653.7906162620357,-1263.0,9657.5,5314.312871148459,2653.7906162620357,-1263.0,9657.5,5314.312871148459,2653.7906162620357,-1263.0,9657.5,5314.312871148459,2653.7906162620357,-1263.0,9657.5,5314.312871148459,2653.7906162620357,-1263.0,9657.5,908.8431585910204,49.24342133512946,1051.7611587151262,772.9948535689233,2015.915,1249.4948881522882,214.0,1.0,73.0,12.0,18.0,51.0,636.1983642578125,10.0,10.0,11.0,11.0,11.0,2.0,2.0,0.0,1.0,14.0,45.0,25.0,6.0,13.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-93.7951929819621 16.170854165603565),-93.7951929819621,16.170854165603565
991,992,76640,333,175,2016.068,262.72723388671875,1.271556854248047,2016.09,0.562879908649794,20840.332823129247,9467.077721088435,589.8144486058629,7840.571428571428,10000.0,9467.077721088435,589.8144486058629,7840.571428571428,10000.0,9467.077721088435,589.8144486058629,7840.571428571428,10000.0,9467.077721088435,589.8144486058629,7840.571428571428,10000.0,9467.077721088435,589.8144486058629,7840.571428571428,10000.0,9467.077721088435,589.8144486058629,7840.571428571428,10000.0,9467.077721088435,589.8144486058629,7840.571428571428,10000.0,9467.077721088435,589.8144486058629,7840.571428571428,10000.0,69.52853340622384,15.32154522539179,115.77490903120531,22.87309046704705,0.0,0.0,324.0,1.0,75.0,68.0,0.0,73.0,456.3742370605469,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,96.0,31.0,23.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-93.7500222882907 16.166270209720626),-93.7500222882907,16.166270209720626
992,993,72970,203,105,2018.849,-276.8337097167969,-1.600934028625488,2015.06,0.054614103083873,9318.776190476188,9437.330793650794,722.0675841156332,6998.0,10000.0,9437.330793650794,722.0675841156332,6998.0,10000.0,9437.330793650794,722.0675841156332,6998.0,10000.0,9437.330793650794,722.0675841156332,6998.0,10000.0,9437.330793650794,722.0675841156332,6998.0,10000.0,9437.330793650794,722.0675841156332,6998.0,10000.0,9437.330793650794,722.0675841156332,6998.0,10000.0,9437.330793650794,722.0675841156332,6998.0,10000.0,77.22499842960919,25.00934011339751,149.02811183889733,3.235241926496448,2019.441,-790.3501376450686,221.0,1.0,75.0,29.0,7.0,71.0,327.8139343261719,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,97.0,23.0,14.0,19.0,3.0,3.0,3.0,3.0,3.0,3.0,2000.0,1997.0,43.0,41.0,POINT (-93.7910281815782 17.025775315075485),-93.7910281815782,17.025775315075485
993,994,72757,212,111,-1.0,0.0,0.0,2016.2,0.376045320198468,9697.271171171209,9618.015465465467,486.814914535877,8402.4,10000.0,9618.015465465467,486.814914535877,8402.4,10000.0,9618.015465465467,486.814914535877,8402.4,10000.0,9618.015465465467,486.814914535877,8402.4,10000.0,9618.015465465467,486.814914535877,8402.4,10000.0,9618.015465465467,486.814914535877,8402.4,10000.0,9618.015465465467,486.814914535877,8402.4,10000.0,9618.015465465467,486.814914535877,8402.4,10000.0,58.87093697350409,14.707444595319041,107.95428488344118,13.08506542025849,0.0,0.0,233.0,1.0,76.0,18.0,6.0,72.0,416.3377685546875,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,95.0,24.0,20.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1998.0,20.0,25.0,POINT (-93.79049754855282 17.070388621115207),-93.79049754855282,17.070388621115207
994,995,72971,169,86,2016.858,-55.6003303527832,-0.436791032552719,2016.068,0.531117742425641,5687.712596899204,9771.103294573642,254.75411054568082,8465.0,10000.0,9771.103294573642,254.75411054568082,8465.0,10000.0,9771.103294573642,254.75411054568082,8465.0,10000.0,9771.103294573642,254.75411054568082,8465.0,10000.0,9771.103294573642,254.75411054568082,8465.0,10000.0,9771.103294573642,254.75411054568082,8465.0,10000.0,9771.103294573642,254.75411054568082,8465.0,10000.0,9771.103294573642,254.75411054568082,8465.0,10000.0,18.387674239849588,9.365609492014745,51.588008583264596,-11.60724147102705,0.0,0.0,173.0,1.0,76.0,38.0,4.0,73.0,818.49951171875,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,96.0,25.0,28.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-93.74408276568751 17.0232826775866),-93.74408276568751,17.0232826775866
995,996,74685,202,102,-1.0,0.0,0.0,2019.644,0.5254595321766,11225.508496732014,9698.028758169934,461.88189253678246,7931.666666666667,10000.0,9698.028758169934,461.88189253678246,7931.666666666667,10000.0,9698.028758169934,461.88189253678246,7931.666666666667,10000.0,9698.028758169934,461.88189253678246,7931.666666666667,10000.0,9698.028758169934,461.88189253678246,7931.666666666667,10000.0,9698.028758169934,461.88189253678246,7931.666666666667,10000.0,9698.028758169934,461.88189253678246,7931.666666666667,10000.0,9698.028758169934,461.88189253678246,7931.666666666667,10000.0,-45.683833164975496,16.2984438383814,11.69337015897883,-95.68124162596945,0.0,0.0,4.0,1.0,77.0,42.0,6.0,71.0,185.37120056152344,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,90.0,17.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-90.7795742851335 16.46720156251453),-90.7795742851335,16.46720156251453
996,997,74887,229,122,2017.934,-1283.052734375,-1.863670229911804,2017.233,0.572866747697644,45848.67080405929,7857.708118657299,1533.7749619143833,640.5,10000.0,7857.708118657299,1533.7749619143833,640.5,10000.0,7857.708118657299,1533.7749619143833,640.5,10000.0,7857.708118657299,1533.7749619143833,640.5,10000.0,7857.708118657299,1533.7749619143833,640.5,10000.0,7857.708118657299,1533.7749619143833,640.5,10000.0,7857.708118657299,1533.7749619143833,640.5,10000.0,7857.708118657299,1533.7749619143833,640.5,10000.0,-111.53587827575492,47.93014170958598,27.23363782758133,-267.201504970908,2021.745,-1192.576205741795,248.0,2.0,65.0,2.0,13.0,11.0,120.77838134765625,30.0,30.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,,0.0,8.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1993.0,0.0,43.0,41.0,POINT (-90.73676691502044 16.418592901930914),-90.73676691502044,16.418592901930914
997,998,69247,356,181,2018.699,162.23358154296875,-0.274354964494705,2017.121,0.43625002300528,103243.01143120223,5752.517613785845,3651.8321297825432,-3072.0,9965.5,5752.517613785845,3651.8321297825432,-3072.0,9965.5,5752.517613785845,3651.8321297825432,-3072.0,9965.5,5752.517613785845,3651.8321297825432,-3072.0,9965.5,5752.517613785845,3651.8321297825432,-3072.0,9965.5,5752.517613785845,3651.8321297825432,-3072.0,9965.5,5752.517613785845,3651.8321297825432,-3072.0,9965.5,5752.517613785845,3651.8321297825432,-3072.0,9965.5,280.632892066514,87.69621505499777,521.2053950395078,-1.006523687405637,2016.641,8081.042017674282,39.0,1.0,76.0,2.0,27.0,35.0,40.969520568847656,30.0,30.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,,0.0,16.0,0.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-91.86237333484073 17.676585572926964),-91.86237333484073,17.676585572926964
998,999,74424,263,137,2015.301,4007.717041015625,4.385241508483887,2019.09,0.256456063636674,102592.71976016686,3282.709993048314,5484.021153897924,-5975.333333333333,10000.0,3282.709993048314,5484.021153897924,-5975.333333333333,10000.0,3282.709993048314,5484.021153897924,-5975.333333333333,10000.0,3282.709993048314,5484.021153897924,-5975.333333333333,10000.0,3282.709993048314,5484.021153897924,-5975.333333333333,10000.0,3282.709993048314,5484.021153897924,-5975.333333333333,10000.0,3282.709993048314,5484.021153897924,-5975.333333333333,10000.0,3282.709993048314,5484.021153897924,-5975.333333333333,10000.0,428.7126978325152,168.36285420263675,1043.9733736376165,-87.97499712750249,0.0,0.0,201.0,1.0,76.0,3.0,20.0,40.0,665.6931762695312,20.0,10.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,,0.0,1.0,6.0,16.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,70.0,91.0,POINT (-93.6226881986085 16.699966637504403),-93.6226881986085,16.699966637504403
999,1000,73873,180,83,2021.219,375.76220703125,1.180378317832947,2015.088,0.448629182237106,4102.8074297189105,9899.418072289158,225.5047052496341,8611.5,10000.0,9899.418072289158,225.5047052496341,8611.5,10000.0,9899.418072289158,225.5047052496341,8611.5,10000.0,9899.418072289158,225.5047052496341,8611.5,10000.0,9899.418072289158,225.5047052496341,8611.5,10000.0,9899.418072289158,225.5047052496341,8611.5,10000.0,9899.418072289158,225.5047052496341,8611.5,10000.0,9899.418072289158,225.5047052496341,8611.5,10000.0,36.35908071420008,7.314254313624224,57.19196510489625,13.706961324674545,0.0,0.0,157.0,1.0,74.0,20.0,6.0,72.0,335.21832275390625,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,97.0,30.0,21.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,10.0,POINT (-90.90485272923007 16.657471404465063),-90.90485272923007,16.657471404465063
1000,1001,73874,222,114,2020.696,475.45843505859375,0.299968272447586,2019.205,0.52846862582707,44342.959649122815,8892.34298245614,1717.0533399707053,-755.0,10000.0,8892.34298245614,1717.0533399707053,-755.0,10000.0,8892.34298245614,1717.0533399707053,-755.0,10000.0,8892.34298245614,1717.0533399707053,-755.0,10000.0,8892.34298245614,1717.0533399707053,-755.0,10000.0,8892.34298245614,1717.0533399707053,-755.0,10000.0,8892.34298245614,1717.0533399707053,-755.0,10000.0,8892.34298245614,1717.0533399707053,-755.0,10000.0,-87.06700535338193,41.07836256647482,48.522124517848745,-227.13360673154213,2019.49,-4052.3950025720924,318.0,1.0,75.0,9.0,19.0,61.0,186.3441619873047,10.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,19.0,76.0,14.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2003.0,1998.0,43.0,41.0,POINT (-90.85946353960705 16.658193778835724),-90.85946353960705,16.658193778835724
1001,1002,73875,218,115,2016.249,1880.4342041015625,2.057001829147339,2019.227,0.612708962720282,48725.15186335404,8666.2333126294,1532.898421079387,1526.0,10000.0,8666.2333126294,1532.898421079387,1526.0,10000.0,8666.2333126294,1532.898421079387,1526.0,10000.0,8666.2333126294,1532.898421079387,1526.0,10000.0,8666.2333126294,1532.898421079387,1526.0,10000.0,8666.2333126294,1532.898421079387,1526.0,10000.0,8666.2333126294,1532.898421079387,1526.0,10000.0,8666.2333126294,1532.898421079387,1526.0,10000.0,-92.21560839900404,41.76530397666779,53.28808725838502,-236.6991683926169,0.0,0.0,79.0,1.0,76.0,5.0,20.0,58.0,199.0622100830078,30.0,10.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,19.0,79.0,11.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2007.0,0.0,43.0,41.0,POINT (-90.8117110264257 16.65060884794381),-90.8117110264257,16.65060884794381
